date : 2017-09-30
덕우전자 263600 유동자산 53,601,123,411
덕우전자 263600 현금및현금성자산 20,969,993,186
덕우전자 263600 매출채권 4,264,410,641
덕우전자 263600 재고자산 6,706,855,905
덕우전자 263600 기타유동금융자산 9,118,854,351
덕우전자 263600 기타유동자산 756,539,232
덕우전자 263600 비유동자산 46,740,130,520
덕우전자 263600 유형자산 33,892,830,375
덕우전자 263600 무형자산 1,077,285,375
덕우전자 263600 기타비유동금융자산 10,660,235,237
덕우전자 263600 자산총계 100,341,253,931
덕우전자 263600 유동부채 19,024,706,737
덕우전자 263600 단기매입채무 13,581,210,189
덕우전자 263600 당기법인세부채 2,125,244,539
덕우전자 263600 기타유동금융부채 2,883,168,526
덕우전자 263600 기타유동부채 435,083,483
덕우전자 263600 비유동부채 1,096,200,224
덕우전자 263600 이연법인세부채 528,549,420
덕우전자 263600 기타비유동금융부채 20,000,000
덕우전자 263600 부채총계 20,120,906,961
덕우전자 263600 자본금 4,055,033,000
덕우전자 263600 자본잉여금 26,918,216,050
덕우전자 263600 이익잉여금(결손금) 49,405,593,076
덕우전자 263600 자본총계 80,220,346,970
덕우전자 263600 자본과부채총계 100,341,253,931
date : 2017-12-31
덕우전자 263600 유동자산 57,913,728,040
덕우전자 263600 현금및현금성자산 16,439,407,683
덕우전자 263600 매출채권 7,983,077,401
덕우전자 263600 재고자산 5,370,134,412
덕우전자 263600 기타유동금융자산 5,154,487,691
덕우전자 263600 기타유동자산 39,492,583
덕우전자 263600 비유동자산 50,414,122,759
덕우전자 263600 유형자산 34,459,251,365
덕우전자 263600 무형자산 1,044,032,593
덕우전자 263600 이연법인세자산 22,145,384
덕우전자 263600 기타비유동금융자산 8,813,590,268
덕우전자 263600 자산총계 108,327,850,799
덕우전자 263600 유동부채 23,683,769,541
덕우전자 263600 단기매입채무 16,686,128,632
덕우전자 263600 단기차입금 318,000,000
덕우전자 263600 당기법인세부채 2,918,938,305
덕우전자 263600 기타유동금융부채 2,934,823,771
덕우전자 263600 기타유동부채 1,143,878,833
덕우전자 263600 비유동부채 1,090,740,816
덕우전자 263600 장기차입금 778,700,000
덕우전자 263600 이연법인세부채 772,799,546
덕우전자 263600 기타비유동금융부채 20,000,000
덕우전자 263600 부채총계 23,683,769,541
덕우전자 263600 자본금 4,055,033,000
덕우전자 263600 자본잉여금 26,918,216,050
덕우전자 263600 이익잉여금(결손금) 53,814,972,179
덕우전자 263600 자본총계 84,644,081,258
덕우전자 263600 자본과부채총계 108,327,850,799
date : 2018-03-31
덕우전자 263600 유동자산 45,008,571,856
덕우전자 263600 현금및현금성자산 13,913,293,602
덕우전자 263600 매출채권 2,862,607,746
덕우전자 263600 재고자산 5,918,414,185
덕우전자 263600 기타유동금융자산 5,302,526,814
덕우전자 263600 기타유동자산 352,151,128
덕우전자 263600 비유동자산 51,885,860,608
덕우전자 263600 유형자산 33,260,534,748
덕우전자 263600 무형자산 1,037,946,833
덕우전자 263600 이연법인세자산 22,145,384
덕우전자 263600 기타비유동금융자산 11,421,897,249
덕우전자 263600 자산총계 96,894,432,464
덕우전자 263600 유동부채 10,137,405,580
덕우전자 263600 단기매입채무 4,801,615,684
덕우전자 263600 당기법인세부채 3,238,855,974
덕우전자 263600 기타유동금융부채 1,792,597,375
덕우전자 263600 기타유동부채 304,336,547
덕우전자 263600 비유동부채 61,832,169
덕우전자 263600 이연법인세부채 61,832,169
덕우전자 263600 부채총계 10,199,237,749
덕우전자 263600 자본금 4,055,033,000
덕우전자 263600 자본잉여금 26,918,216,050
덕우전자 263600 이익잉여금(결손금) 55,631,201,219
덕우전자 263600 자본총계 86,695,194,715
덕우전자 263600 자본과부채총계 96,894,432,464
date : 2018-06-30
덕우전자 263600 유동자산 45,855,371,409
덕우전자 263600 현금및현금성자산 8,733,866,517
덕우전자 263600 매출채권 3,105,997,227
덕우전자 263600 재고자산 7,772,971,755
덕우전자 263600 기타유동금융자산 7,847,227,927
덕우전자 263600 기타유동자산 666,012,166
덕우전자 263600 비유동자산 49,857,584,146
덕우전자 263600 유형자산 32,298,567,724
덕우전자 263600 무형자산 1,049,328,564
덕우전자 263600 이연법인세자산 8,758,896
덕우전자 263600 기타비유동금융자산 12,015,718,760
덕우전자 263600 자산총계 95,712,955,555
덕우전자 263600 유동부채 12,312,099,123
덕우전자 263600 단기매입채무 8,154,737,981
덕우전자 263600 당기법인세부채 170,388,010
덕우전자 263600 기타유동금융부채 3,194,701,270
덕우전자 263600 기타유동부채 524,421,862
덕우전자 263600 비유동부채 201,791,396
덕우전자 263600 기타비유동금융부채 5,369,490
덕우전자 263600 부채총계 12,513,890,519
덕우전자 263600 자본금 4,055,033,000
덕우전자 263600 자본잉여금 26,918,216,050
덕우전자 263600 이익잉여금(결손금) 54,195,317,101
덕우전자 263600 자본총계 83,199,065,036
덕우전자 263600 자본과부채총계 95,712,955,555
date : 2018-09-30
덕우전자 263600 유동자산 51,292,778,921
덕우전자 263600 현금및현금성자산 9,021,462,293
덕우전자 263600 매출채권 7,660,560,733
덕우전자 263600 재고자산 8,863,685,283
덕우전자 263600 기타유동금융자산 7,976,170,531
덕우전자 263600 기타유동자산 1,146,072,489
덕우전자 263600 비유동자산 47,726,279,645
덕우전자 263600 유형자산 32,135,258,973
덕우전자 263600 무형자산 1,018,798,289
덕우전자 263600 이연법인세자산 26,842,015
