date : 2015-12-31
극동유화 014530 유동자산 94,581,274,238
극동유화 014530 현금및현금성자산 12,493,923,019
극동유화 014530 매출채권 48,238,848,683
극동유화 014530 재고자산 21,555,980,590
극동유화 014530 기타유동자산 1,920,513,961
극동유화 014530 비유동자산 85,281,000,491
극동유화 014530 장기금융상품 21,900,000
극동유화 014530 유형자산 38,327,940,054
극동유화 014530 무형자산 1,165,151,650
극동유화 014530 자산총계 179,862,274,729
극동유화 014530 유동부채 45,399,687,164
극동유화 014530 당기법인세부채 2,793,648,291
극동유화 014530 기타유동부채 228,054,231
극동유화 014530 비유동부채 4,694,662,636
극동유화 014530 이연법인세부채 3,086,387,071
극동유화 014530 부채총계 50,094,349,800
극동유화 014530 자본금 17,434,710,000
극동유화 014530 자본잉여금 1,866,340,770
극동유화 014530 기타포괄손익누계액 -293,997,600
극동유화 014530 이익잉여금(결손금) 110,760,871,759
극동유화 014530 자본총계 129,767,924,929
극동유화 014530 자본과부채총계 179,862,274,729
date : 2016-03-31
극동유화 014530 유동자산 89,923,528,490
극동유화 014530 현금및현금성자산 18,581,128,331
극동유화 014530 매출채권 39,954,420,960
극동유화 014530 재고자산 19,465,261,016
극동유화 014530 기타유동자산 2,656,211,920
극동유화 014530 비유동자산 87,378,736,975
극동유화 014530 장기금융상품 21,900,000
극동유화 014530 유형자산 38,130,466,250
극동유화 014530 무형자산 1,163,083,998
극동유화 014530 자산총계 177,302,265,465
극동유화 014530 유동부채 42,168,734,455
극동유화 014530 당기법인세부채 1,344,377,181
극동유화 014530 기타유동부채 1,183,563
극동유화 014530 비유동부채 6,082,907,065
극동유화 014530 이연법인세부채 3,061,239,473
극동유화 014530 부채총계 48,251,641,520
극동유화 014530 자본금 17,434,710,000
극동유화 014530 자본잉여금 1,866,340,770
극동유화 014530 기타포괄손익누계액 -471,229,200
극동유화 014530 이익잉여금(결손금) 110,220,802,375
극동유화 014530 자본총계 129,050,623,945
극동유화 014530 자본과부채총계 177,302,265,465
date : 2016-06-30
극동유화 014530 유동자산 89,636,497,244
