date : 2015-12-31
에스케이디앤디 210980 유동자산 243,156,554,842
에스케이디앤디 210980 현금및현금성자산 55,446,916,844
에스케이디앤디 210980 매출채권 및
에스케이디앤디 210980 재고자산 150,328,658,050
에스케이디앤디 210980 기타유동자산 21,716,081,971
에스케이디앤디 210980 비유동자산 207,112,112,843
에스케이디앤디 210980 장기금융상품 34,598,435,314
에스케이디앤디 210980 유형자산 89,296,946,031
에스케이디앤디 210980 무형자산 3,798,798,191
에스케이디앤디 210980 기타비유동자산 7,943,617,136
에스케이디앤디 210980 자산총계 450,268,667,685
에스케이디앤디 210980 유동부채 60,367,980,801
에스케이디앤디 210980 단기차입금 10,000,000,000
에스케이디앤디 210980 유동성장기차입금 6,119,180,000
에스케이디앤디 210980 기타유동부채 22,913,970,065
에스케이디앤디 210980 비유동부채 211,653,623,867
에스케이디앤디 210980 사채 34,779,855,358
에스케이디앤디 210980 장기차입금 165,520,800,000
에스케이디앤디 210980 당기법인세부채 379,757,860
에스케이디앤디 210980 부채총계 272,021,604,668
에스케이디앤디 210980 자본금 10,770,000,000
에스케이디앤디 210980 자본잉여금 83,466,731,229
에스케이디앤디 210980 기타포괄손익누계액 1,572,274,473
에스케이디앤디 210980 자본총계 178,247,063,017
에스케이디앤디 210980 자본과부채총계 450,268,667,685
date : 2016-03-31
SK디앤디 210980 유동자산 331,590,168,551
SK디앤디 210980 현금및현금성자산 54,913,238,878
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 237,520,037,372
SK디앤디 210980 기타유동자산 20,094,342,469
SK디앤디 210980 비유동자산 228,457,071,037
SK디앤디 210980 장기금융상품 40,828,068,886
SK디앤디 210980 유형자산 88,037,763,766
SK디앤디 210980 무형자산 3,890,096,283
SK디앤디 210980 기타비유동자산 7,850,340,556
SK디앤디 210980 자산총계 560,047,239,588
SK디앤디 210980 유동부채 52,740,844,619
SK디앤디 210980 단기차입금 10,000,000,000
SK디앤디 210980 유동성장기차입금 5,565,180,000
SK디앤디 210980 기타유동부채 10,710,412,327
SK디앤디 210980 비유동부채 329,714,049,357
SK디앤디 210980 사채 34,278,869,603
SK디앤디 210980 장기차입금 285,252,000,000
SK디앤디 210980 당기법인세부채 731,988,825
SK디앤디 210980 부채총계 382,454,893,976
SK디앤디 210980 자본금 10,770,000,000
SK디앤디 210980 자본잉여금 83,466,731,229
SK디앤디 210980 기타포괄손익누계액 1,096,070,749
SK디앤디 210980 자본총계 177,592,345,612
SK디앤디 210980 자본과부채총계 560,047,239,588
date : 2016-06-30
SK디앤디 210980 유동자산 330,021,668,728
SK디앤디 210980 현금및현금성자산 5,034,231,417
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 223,627,314,473
SK디앤디 210980 기타유동자산 25,857,193,660
SK디앤디 210980 비유동자산 227,709,870,967
SK디앤디 210980 장기금융상품 43,532,206,872
SK디앤디 210980 유형자산 86,687,540,876
SK디앤디 210980 무형자산 3,612,886,207
SK디앤디 210980 기타비유동자산 7,969,586,383
SK디앤디 210980 자산총계 557,731,539,695
SK디앤디 210980 유동부채 195,781,062,790
SK디앤디 210980 단기차입금 10,000,000,000
SK디앤디 210980 유동성장기차입금 151,560,200,000
SK디앤디 210980 기타유동부채 7,427,378,888
SK디앤디 210980 비유동부채 180,377,782,840
SK디앤디 210980 사채 34,666,520,485
SK디앤디 210980 장기차입금 135,778,200,000
SK디앤디 210980 이연법인세부채 629,660,202
SK디앤디 210980 부채총계 376,158,845,630
SK디앤디 210980 자본금 10,770,000,000
SK디앤디 210980 자본잉여금 83,466,731,229
SK디앤디 210980 기타포괄손익누계액 1,260,301,165
SK디앤디 210980 자본총계 181,572,694,065
SK디앤디 210980 자본과부채총계 557,731,539,695
date : 2016-09-30
SK디앤디 210980 유동자산 425,421,108,934
SK디앤디 210980 현금및현금성자산 80,292,596,427
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 251,970,446,923
SK디앤디 210980 기타유동자산 35,140,333,264
SK디앤디 210980 비유동자산 220,060,219,420
SK디앤디 210980 장기금융상품 38,911,705,458
SK디앤디 210980 유형자산 85,355,180,601
SK디앤디 210980 무형자산 4,970,300,266
SK디앤디 210980 기타비유동자산 8,431,301,883
SK디앤디 210980 자산총계 645,481,328,354
SK디앤디 210980 유동부채 242,489,738,929
SK디앤디 210980 단기차입금 10,000,000,000
SK디앤디 210980 유동성장기차입금 162,505,200,000
SK디앤디 210980 기타유동부채 12,441,478,795
SK디앤디 210980 비유동부채 211,759,498,828
SK디앤디 210980 사채 32,665,644,500
SK디앤디 210980 장기차입금 117,954,400,000
SK디앤디 210980 이연법인세부채 1,717,451,654
SK디앤디 210980 부채총계 454,249,237,757
SK디앤디 210980 자본금 10,770,000,000
SK디앤디 210980 자본잉여금 89,079,662,870
SK디앤디 210980 기타포괄손익누계액 -47,626,695
SK디앤디 210980 자본총계 191,232,090,597
SK디앤디 210980 자본과부채총계 645,481,328,354
date : 2016-12-31
SK디앤디 210980 유동자산 472,610,973,917
SK디앤디 210980 현금및현금성자산 37,485,541,988
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 257,001,206,568
SK디앤디 210980 기타유동자산 61,676,568,279
SK디앤디 210980 비유동자산 243,492,990,690
SK디앤디 210980 장기금융상품 45,217,260,417
SK디앤디 210980 유형자산 83,989,115,461
SK디앤디 210980 무형자산 4,993,338,811
SK디앤디 210980 기타비유동자산 8,586,816,227
SK디앤디 210980 자산총계 716,103,964,607
SK디앤디 210980 유동부채 310,014,914,116
SK디앤디 210980 단기차입금 10,000,000,000
SK디앤디 210980 유동성장기차입금 161,250,200,000
SK디앤디 210980 유동성사채 36,085,219,160
SK디앤디 210980 기타유동부채 28,866,774,781
SK디앤디 210980 비유동부채 194,694,093,269
SK디앤디 210980 장기차입금 131,180,600,000
SK디앤디 210980 사채 34,779,855,358
SK디앤디 210980 이연법인세부채 1,854,920,623
SK디앤디 210980 부채총계 504,709,007,385
SK디앤디 210980 자본금 10,770,000,000
SK디앤디 210980 자본잉여금 88,971,721,877
SK디앤디 210980 기타포괄손익누계액 3,241,060,443
SK디앤디 210980 자본총계 211,394,957,222
SK디앤디 210980 자본과부채총계 716,103,964,607
date : 2017-03-31
SK디앤디 210980 유동자산 474,565,030,504
SK디앤디 210980 현금및현금성자산 16,683,931,996
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 245,029,905,951
SK디앤디 210980 기타유동자산 74,270,731,639
SK디앤디 210980 비유동자산 234,039,620,366
SK디앤디 210980 장기금융상품 36,028,255,467
SK디앤디 210980 유형자산 82,722,973,621
SK디앤디 210980 무형자산 4,982,825,242
SK디앤디 210980 기타비유동자산 8,209,745,115
SK디앤디 210980 자산총계 708,604,650,870
SK디앤디 210980 유동부채 226,094,094,116
SK디앤디 210980 단기차입금 10,000,000,000
SK디앤디 210980 유동성장기차입금 68,895,200,000
SK디앤디 210980 유동성사채 33,365,799,828
SK디앤디 210980 기타유동부채 26,579,802,550
SK디앤디 210980 비유동부채 266,163,720,599
SK디앤디 210980 장기차입금 199,106,800,000
SK디앤디 210980 사채 34,779,855,358
SK디앤디 210980 이연법인세부채 1,370,587,082
SK디앤디 210980 부채총계 492,257,814,715
SK디앤디 210980 자본금 10,770,000,000
SK디앤디 210980 자본잉여금 88,971,721,877
SK디앤디 210980 기타포괄손익누계액 1,088,182,553
SK디앤디 210980 자본총계 216,346,836,155
SK디앤디 210980 자본과부채총계 708,604,650,870
date : 2017-06-30
SK디앤디 210980 유동자산 506,880,621,675
SK디앤디 210980 현금및현금성자산 8,944,300,102
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 349,077,251,825
SK디앤디 210980 기타유동자산 63,409,739,145
SK디앤디 210980 비유동자산 283,612,315,833
SK디앤디 210980 장기금융상품 45,037,722,836
SK디앤디 210980 유형자산 81,346,245,208
SK디앤디 210980 무형자산 5,087,267,670
SK디앤디 210980 기타비유동자산 8,267,800,103
SK디앤디 210980 자산총계 790,492,937,508
SK디앤디 210980 유동부채 163,309,208,712
SK디앤디 210980 단기차입금 11,700,000,000
SK디앤디 210980 유동성장기차입금 4,686,400,000
SK디앤디 210980 유동성사채 34,122,303,325
SK디앤디 210980 기타유동부채 23,026,720,214
SK디앤디 210980 비유동부채 371,111,216,194
SK디앤디 210980 장기차입금 302,991,800,000
SK디앤디 210980 이연법인세부채 2,299,839,559
SK디앤디 210980 부채총계 534,420,424,906
SK디앤디 210980 자본금 16,155,000,000
SK디앤디 210980 자본잉여금 83,586,721,877
SK디앤디 210980 기타포괄손익누계액 1,655,759,895
SK디앤디 210980 자본총계 256,072,512,602
SK디앤디 210980 자본과부채총계 790,492,937,508
date : 2017-09-30
SK디앤디 210980 유동자산 561,571,509,359
SK디앤디 210980 현금및현금성자산 36,474,573,132
SK디앤디 210980 매출채권 및
SK디앤디 210980 재고자산 334,122,425,735
SK디앤디 210980 기타유동자산 54,902,315,620
SK디앤디 210980 비유동자산 236,279,985,803
SK디앤디 210980 장기금융상품 26,910,516,161
SK디앤디 210980 유형자산 82,279,801,266
SK디앤디 210980 무형자산 5,165,288,794
SK디앤디 210980 기타비유동자산 7,816,607,992
SK디앤디 210980 자산총계 797,851,495,162
SK디앤디 210980 유동부채 183,920,675,747
SK디앤디 210980 단기차입금 11,000,000,000
SK디앤디 210980 유동성장기차입금 32,910,000,000
SK디앤디 210980 유동성사채 34,388,340,699
SK디앤디 210980 기타유동부채 23,817,573,547
