date : 2018-06-30
효성티앤씨 298020 유동자산 532,028,811,632
효성티앤씨 298020 현금및현금성자산 4,112,825,180
효성티앤씨 298020 매출채권 및
효성티앤씨 298020 기타유동자산 18,490,570,576
효성티앤씨 298020 재고자산 139,439,945,735
효성티앤씨 298020 비유동자산 892,068,283,845
효성티앤씨 298020 유형자산 345,756,128,170
효성티앤씨 298020 무형자산 9,704,133,583
효성티앤씨 298020 기타비유동금융자산 30,293,910,500
효성티앤씨 298020 기타비유동자산 518,934,375
효성티앤씨 298020 자산총계 1,424,097,095,477
효성티앤씨 298020 유동부채 893,457,301,185
효성티앤씨 298020 기타유동금융부채 94,283,825
효성티앤씨 298020 당기법인세부채 5,092,451,202
효성티앤씨 298020 기타유동부채 14,042,068,251
효성티앤씨 298020 비유동부채 92,197,703,906
효성티앤씨 298020 장기차입금 25,238,250,000
효성티앤씨 298020 이연법인세부채 37,551,230,895
효성티앤씨 298020 부채총계 985,655,005,091
효성티앤씨 298020 자본금 21,638,410,000
효성티앤씨 298020 자본총계 438,442,090,386
효성티앤씨 298020 자본과부채총계 1,424,097,095,477
date : 2018-09-30
효성티앤씨 298020 유동자산 621,233,614,252
효성티앤씨 298020 현금및현금성자산 6,735,933,911
효성티앤씨 298020 매출채권 및
효성티앤씨 298020 기타유동자산 16,273,918,508
효성티앤씨 298020 재고자산 167,399,126,105
효성티앤씨 298020 비유동자산 884,289,594,534
효성티앤씨 298020 유형자산 342,260,660,839
효성티앤씨 298020 무형자산 13,383,110,986
효성티앤씨 298020 기타비유동금융자산 30,438,246,160
효성티앤씨 298020 기타비유동자산 347,933,250
효성티앤씨 298020 자산총계 1,505,523,208,786
효성티앤씨 298020 유동부채 959,667,635,492
효성티앤씨 298020 기타유동금융부채 809,425,942
효성티앤씨 298020 당기법인세부채 3,588,267,463
효성티앤씨 298020 기타유동부채 22,385,940,097
효성티앤씨 298020 비유동부채 92,644,888,318
효성티앤씨 298020 장기차입금 25,035,750,000
효성티앤씨 298020 기타비유동금융부채 169,428,037
효성티앤씨 298020 이연법인세부채 38,958,119,653
효성티앤씨 298020 부채총계 1,052,312,523,810
효성티앤씨 298020 자본금 21,638,410,000
효성티앤씨 298020 자본총계 453,210,684,976
효성티앤씨 298020 자본과부채총계 1,505,523,208,786
date : 2018-12-31
효성티앤씨 298020 유동자산 479,176,407,805
효성티앤씨 298020 현금및현금성자산 1,220,242,884
효성티앤씨 298020 매출채권 및
효성티앤씨 298020 기타유동자산 15,489,604,118
효성티앤씨 298020 재고자산 154,192,705,756
효성티앤씨 298020 비유동자산 870,808,803,825
효성티앤씨 298020 유형자산 339,837,049,739
효성티앤씨 298020 무형자산 13,084,965,516
효성티앤씨 298020 기타비유동금융자산 21,016,258,695
효성티앤씨 298020 기타비유동자산 221,534,650
효성티앤씨 298020 자산총계 1,349,985,211,630
효성티앤씨 298020 유동부채 810,488,701,773
효성티앤씨 298020 기타유동금융부채 852,997,853
효성티앤씨 298020 당기법인세부채 749,484,628
효성티앤씨 298020 기타유동부채 14,862,200,692
효성티앤씨 298020 비유동부채 83,244,984,157
효성티앤씨 298020 장기차입금 25,157,250,000
효성티앤씨 298020 이연법인세부채 40,399,263,321
효성티앤씨 298020 기타비유동금융부채 160,911,438
효성티앤씨 298020 부채총계 893,733,685,930
효성티앤씨 298020 자본금 21,638,410,000
효성티앤씨 298020 자본총계 456,251,525,700
효성티앤씨 298020 자본과부채총계 1,349,985,211,630
date : 2019-03-31
효성티앤씨 298020 유동자산 533,872,884,003
효성티앤씨 298020 현금및현금성자산 737,785,766
효성티앤씨 298020 매출채권 및
효성티앤씨 298020 기타유동자산 12,774,542,907
효성티앤씨 298020 재고자산 153,593,884,646
효성티앤씨 298020 비유동자산 1,008,153,253,840
효성티앤씨 298020 유형자산 337,840,454,512
효성티앤씨 298020 무형자산 147,620,910,610
효성티앤씨 298020 기타비유동금융자산 21,218,229,453
효성티앤씨 298020 기타비유동자산 57,767,346
효성티앤씨 298020 자산총계 1,542,026,137,843
효성티앤씨 298020 유동부채 836,989,872,409
효성티앤씨 298020 기타유동금융부채 7,548,595,118
효성티앤씨 298020 당기법인세부채 3,653,656,797
효성티앤씨 298020 기타유동부채 12,496,015,970
효성티앤씨 298020 비유동부채 216,516,263,256
효성티앤씨 298020 장기차입금 25,600,500,000
효성티앤씨 298020 기타비유동금융부채 129,454,359,827
효성티앤씨 298020 이연법인세부채 41,398,439,086
효성티앤씨 298020 부채총계 1,053,506,135,665
효성티앤씨 298020 자본금 21,638,410,000
효성티앤씨 298020 자본총계 488,520,002,178
효성티앤씨 298020 자본과부채총계 1,542,026,137,843
