date : 2016-12-31
에이치엔티 176440 유동자산 71,814,488,704
에이치엔티 176440 현금및현금성자산 7,314,538,238
에이치엔티 176440 매출채권 53,936,339,972
에이치엔티 176440 기타유동자산 66,440,412
에이치엔티 176440 재고자산 357,247,398
에이치엔티 176440 비유동자산 14,585,440,539
에이치엔티 176440 기타비유동금융자산 430,622,578
에이치엔티 176440 유형자산 264,463,562
에이치엔티 176440 무형자산 647,755,383
에이치엔티 176440 자산총계 86,399,929,243
에이치엔티 176440 유동부채 27,471,927,479
에이치엔티 176440 기타유동부채 53,314,693
에이치엔티 176440 당기법인세부채 1,516,982,727
에이치엔티 176440 단기차입금 6,417,000,000
에이치엔티 176440 비유동부채 3,963,300,776
에이치엔티 176440 기타비유동금융부채 26,952,164
에이치엔티 176440 장기차입금 3,000,000,000
에이치엔티 176440 이연법인세부채 563,128,713
에이치엔티 176440 부채총계 31,435,228,255
에이치엔티 176440 자본금 3,465,050,000
에이치엔티 176440 자본총계 54,964,700,988
에이치엔티 176440 자본과부채총계 86,399,929,243
date : 2017-03-31
에이치엔티 176440 유동자산 73,921,586,156
에이치엔티 176440 현금및현금성자산 6,834,303,987
에이치엔티 176440 매출채권 56,609,674,949
에이치엔티 176440 기타유동자산 507,293,329
에이치엔티 176440 재고자산 445,459,747
에이치엔티 176440 비유동자산 14,908,416,468
에이치엔티 176440 기타비유동금융자산 433,875,651
에이치엔티 176440 유형자산 363,526,199
에이치엔티 176440 무형자산 868,415,602
에이치엔티 176440 자산총계 88,830,002,624
에이치엔티 176440 유동부채 29,429,228,648
에이치엔티 176440 기타유동부채 39,772,418
에이치엔티 176440 당기법인세부채 928,889,261
에이치엔티 176440 단기차입금 6,417,000,000
에이치엔티 176440 비유동부채 4,076,326,201
에이치엔티 176440 기타비유동금융부채 27,164,254
에이치엔티 176440 장기차입금 3,000,000,000
에이치엔티 176440 이연법인세부채 563,128,713
에이치엔티 176440 부채총계 33,505,554,849
에이치엔티 176440 자본금 3,465,050,000
에이치엔티 176440 자본총계 55,324,447,775
에이치엔티 176440 자본과부채총계 88,830,002,624
date : 2017-06-30
에이치엔티 176440 유동자산 72,610,612,911
에이치엔티 176440 현금및현금성자산 4,805,485,051
에이치엔티 176440 매출채권 57,543,811,799
에이치엔티 176440 기타유동자산 460,061,253
에이치엔티 176440 재고자산 194,068,243
에이치엔티 176440 비유동자산 15,301,405,965
에이치엔티 176440 기타비유동금융자산 455,213,291
에이치엔티 176440 기타비유동자산 40,375,205
에이치엔티 176440 유형자산 403,933,836
에이치엔티 176440 무형자산 1,159,284,617
에이치엔티 176440 자산총계 87,912,018,876
에이치엔티 176440 유동부채 29,483,509,677
에이치엔티 176440 기타유동부채 81,674,773
에이치엔티 176440 당기법인세부채 1,516,982,727
에이치엔티 176440 단기차입금 11,488,600,000
에이치엔티 176440 비유동부채 3,890,163,148
에이치엔티 176440 기타비유동금융부채 27,378,013
에이치엔티 176440 장기차입금 3,000,000,000
에이치엔티 176440 이연법인세부채 310,970,526
에이치엔티 176440 부채총계 33,373,672,825
에이치엔티 176440 자본금 3,465,050,000
에이치엔티 176440 자본총계 54,538,346,051
에이치엔티 176440 자본과부채총계 87,912,018,876
date : 2017-09-30
에이치엔티 176440 유동자산 83,306,304,739
에이치엔티 176440 현금및현금성자산 2,260,063,807
에이치엔티 176440 매출채권 75,245,994,832
에이치엔티 176440 기타유동자산 506,888,583
에이치엔티 176440 재고자산 358,665,138
에이치엔티 176440 비유동자산 15,557,246,816
에이치엔티 176440 기타비유동금융자산 430,000
에이치엔티 176440 기타비유동자산 30,198,441
에이치엔티 176440 유형자산 460,055,783
에이치엔티 176440 무형자산 1,416,295,139
에이치엔티 176440 이연법인세자산 407,668,437
에이치엔티 176440 자산총계 98,863,551,555
에이치엔티 176440 유동부채 40,627,390,458
에이치엔티 176440 기타유동부채 97,043,444
