date : 2015-12-31
오리엔탈정공 014940 유동자산 33,040,830,619
오리엔탈정공 014940 현금및현금성자산 7,993,114,082
오리엔탈정공 014940 매출채권 및
오리엔탈정공 014940 기타유동금융자산 280,490,000
오리엔탈정공 014940 재고자산 11,827,422,245
오리엔탈정공 014940 비유동자산 48,937,533,396
오리엔탈정공 014940 유형자산 25,731,109,218
오리엔탈정공 014940 무형자산 336,968,157
오리엔탈정공 014940 기타비유동금융자산 148,200,000
오리엔탈정공 014940 자산총계 81,978,364,015
오리엔탈정공 014940 유동부채 41,280,424,337
오리엔탈정공 014940 단기차입금 171,240,392
오리엔탈정공 014940 유동성장기차입금 16,887,502,236
오리엔탈정공 014940 비유동부채 10,590,743,653
오리엔탈정공 014940 장기차입금 0
오리엔탈정공 014940 이연법인세부채 8,349,603,607
오리엔탈정공 014940 부채총계 51,871,167,990
오리엔탈정공 014940 자본금 20,272,980,000
오리엔탈정공 014940 이익잉여금(결손금) -213,992,880,717
오리엔탈정공 014940 자본총계 30,107,196,025
오리엔탈정공 014940 자본과부채총계 81,978,364,015
date : 2016-03-31
오리엔탈정공 014940 유동자산 28,612,932,516
오리엔탈정공 014940 현금및현금성자산 6,239,760,216
오리엔탈정공 014940 매출채권 및
오리엔탈정공 014940 기타유동금융자산 306,560,000
오리엔탈정공 014940 재고자산 8,062,749,813
오리엔탈정공 014940 비유동자산 48,794,546,419
오리엔탈정공 014940 유형자산 25,591,856,241
오리엔탈정공 014940 무형자산 336,968,157
오리엔탈정공 014940 기타비유동금융자산 148,200,000
오리엔탈정공 014940 자산총계 77,407,478,935
오리엔탈정공 014940 유동부채 32,998,564,529
오리엔탈정공 014940 단기차입금 320,491,900
오리엔탈정공 014940 유동성장기차입금 9,441,631,538
오리엔탈정공 014940 비유동부채 10,709,413,549
오리엔탈정공 014940 장기차입금 0
오리엔탈정공 014940 이연법인세부채 8,345,708,496
오리엔탈정공 014940 부채총계 43,707,978,078
오리엔탈정공 014940 자본금 20,272,980,000
오리엔탈정공 014940 이익잉여금(결손금) -210,399,168,165
오리엔탈정공 014940 자본총계 33,699,500,857
오리엔탈정공 014940 자본과부채총계 77,407,478,935
date : 2016-06-30
오리엔탈정공 014940 유동자산 29,398,927,041
