date : 2015-12-31
CJ 130960 유동자산 828,100,473,467
CJ 130960 현금및현금성자산 23,487,105,397
CJ 130960 매출채권 및
CJ 130960 재고자산 3,770,426,099
CJ 130960 기타유동금융자산 330,569,310,385
CJ 130960 비유동자산 1,103,876,904,118
CJ 130960 유형자산 73,996,469,305
CJ 130960 무형자산 624,607,098,466
CJ 130960 기타비유동금융자산 21,077,145,471
CJ 130960 이연법인세자산 51,886,216,360
CJ 130960 자산총계 1,931,977,377,585
CJ 130960 유동부채 525,493,593,968
CJ 130960 단기매입채무 53,433,273,870
CJ 130960 유동성사채 49,969,815,810
CJ 130960 유동성장기차입금 71,249,950,000
CJ 130960 기타유동금융부채 134,226,844,809
CJ 130960 비유동부채 143,722,293,544
CJ 130960 사채 99,906,927,180
CJ 130960 장기차입금 31,083,290,000
CJ 130960 기타비유동금융부채 1,255,955,522
CJ 130960 부채총계 669,215,887,512
CJ 130960 자본금 193,660,445,000
CJ 130960 이익잉여금(결손금) -3,508,848,068
CJ 130960 자본총계 1,262,761,490,073
CJ 130960 자본과부채총계 1,931,977,377,585
date : 2016-03-31
CJ 130960 유동자산 620,281,393,716
CJ 130960 현금및현금성자산 25,407,850,291
CJ 130960 매출채권 및
CJ 130960 재고자산 2,850,388,321
CJ 130960 기타유동금융자산 135,036,314,978
CJ 130960 비유동자산 1,259,521,079,567
CJ 130960 유형자산 248,731,770,796
CJ 130960 무형자산 608,192,531,197
CJ 130960 기타비유동금융자산 19,279,491,815
CJ 130960 이연법인세자산 48,720,460,854
CJ 130960 자산총계 1,879,802,473,283
CJ 130960 유동부채 570,558,781,421
CJ 130960 단기매입채무 35,412,499,236
CJ 130960 유동성사채 149,912,726,041
CJ 130960 유동성장기차입금 71,166,620,000
CJ 130960 기타유동금융부채 137,563,233,055
CJ 130960 비유동부채 45,829,462,771
CJ 130960 사채 99,906,927,180
CJ 130960 장기차입금 30,833,300,000
CJ 130960 기타비유동금융부채 1,390,618,822
