date : 2015-12-31
예스티 122640 유동자산 33,024,766,478
예스티 122640 현금및현금성자산 19,100,010,027
예스티 122640 매출채권 7,208,052,861
예스티 122640 재고자산 4,660,526,126
예스티 122640 기타유동자산 885,849,255
예스티 122640 비유동자산 29,358,767,298
예스티 122640 장기금융상품 170,000,000
예스티 122640 유형자산 18,391,154,649
예스티 122640 무형자산 2,914,637,375
예스티 122640 이연법인세자산 1,248,899,189
예스티 122640 자산총계 62,383,533,776
예스티 122640 유동부채 12,610,810,787
예스티 122640 기타유동부채 237,322,913
예스티 122640 당기법인세부채 240,113,144
예스티 122640 비유동부채 9,368,464,784
예스티 122640 부채총계 21,979,275,571
예스티 122640 자본금 2,163,660,500
예스티 122640 이익잉여금(결손금) 15,795,753,960
예스티 122640 자본총계 40,404,258,205
예스티 122640 자본과부채총계 62,383,533,776
date : 2016-03-31
예스티 122640 유동자산 31,767,589,998
예스티 122640 현금및현금성자산 14,729,540,617
예스티 122640 매출채권 8,084,143,802
예스티 122640 재고자산 5,381,975,278
예스티 122640 기타유동자산 1,190,426,382
예스티 122640 비유동자산 30,152,612,404
예스티 122640 장기금융상품 590,000,000
예스티 122640 유형자산 18,260,745,242
예스티 122640 무형자산 3,274,138,245
예스티 122640 이연법인세자산 1,248,899,189
예스티 122640 자산총계 61,920,202,402
예스티 122640 유동부채 14,117,215,779
예스티 122640 기타유동부채 103,144,225
예스티 122640 당기법인세부채 213,823,164
예스티 122640 비유동부채 9,032,879,634
예스티 122640 부채총계 23,150,095,413
예스티 122640 자본금 2,163,660,500
예스티 122640 이익잉여금(결손금) 14,161,602,744
예스티 122640 자본총계 38,770,106,989
예스티 122640 자본과부채총계 61,920,202,402
date : 2016-06-30
예스티 122640 유동자산 34,774,078,849
예스티 122640 현금및현금성자산 11,740,341,682
예스티 122640 매출채권 7,077,325,891
예스티 122640 재고자산 8,749,811,176
예스티 122640 기타유동자산 2,018,547,806
예스티 122640 비유동자산 29,680,068,169
예스티 122640 장기금융상품 230,000,000
예스티 122640 유형자산 18,136,575,952
예스티 122640 무형자산 3,144,890,939
예스티 122640 이연법인세자산 1,519,617,907
예스티 122640 자산총계 64,454,147,018
예스티 122640 유동부채 16,496,433,108
예스티 122640 기타유동부채 822,135,277
예스티 122640 당기법인세부채 0
예스티 122640 비유동부채 8,874,802,056
예스티 122640 부채총계 25,371,235,164
예스티 122640 자본금 2,163,660,500
예스티 122640 이익잉여금(결손금) 14,474,407,609
예스티 122640 자본총계 39,082,911,854
예스티 122640 자본과부채총계 64,454,147,018
date : 2016-09-30
예스티 122640 유동자산 41,783,887,446
예스티 122640 현금및현금성자산 11,992,777,817
예스티 122640 매출채권 8,515,825,641
예스티 122640 재고자산 14,388,185,374
예스티 122640 기타유동자산 1,331,028,012
예스티 122640 비유동자산 29,022,568,829
예스티 122640 장기금융상품 0
예스티 122640 유형자산 17,991,489,422
예스티 122640 무형자산 3,005,089,767
예스티 122640 이연법인세자산 1,322,079,297
예스티 122640 자산총계 70,806,456,275
예스티 122640 유동부채 23,690,772,029
예스티 122640 기타유동부채 147,904,127
예스티 122640 당기법인세부채 0
예스티 122640 비유동부채 7,544,191,308
예스티 122640 부채총계 31,234,963,337
예스티 122640 자본금 2,163,660,500
예스티 122640 이익잉여금(결손금) 14,962,988,693
예스티 122640 자본총계 39,571,492,938
예스티 122640 자본과부채총계 70,806,456,275
date : 2016-12-31
예스티 122640 유동자산 51,140,534,481
예스티 122640 현금및현금성자산 8,401,311,358
예스티 122640 매출채권 13,555,549,885
예스티 122640 재고자산 22,002,228,655
예스티 122640 기타유동자산 1,380,419,609
예스티 122640 비유동자산 31,110,498,876
예스티 122640 장기금융상품 170,000,000
예스티 122640 유형자산 18,056,507,489
예스티 122640 무형자산 4,460,229,723
예스티 122640 기타비유동자산 269,219,198
예스티 122640 이연법인세자산 978,184,322
예스티 122640 자산총계 82,251,033,357
예스티 122640 유동부채 32,397,565,251
예스티 122640 기타유동부채 2,273,453,548
예스티 122640 당기법인세부채 99,538,135
예스티 122640 비유동부채 7,221,567,353
예스티 122640 부채총계 39,619,132,604
예스티 122640 자본금 2,163,660,500
예스티 122640 이익잉여금(결손금) 18,336,300,558
예스티 122640 자본총계 42,631,900,753
예스티 122640 자본과부채총계 82,251,033,357
date : 2017-03-31
예스티 122640 유동자산 62,690,139,834
예스티 122640 현금및현금성자산 9,155,082,030
예스티 122640 매출채권 21,616,490,832
예스티 122640 재고자산 22,799,369,081
예스티 122640 기타유동자산 1,877,249,666
예스티 122640 비유동자산 31,498,778,446
예스티 122640 장기금융상품 170,000,000
예스티 122640 유형자산 18,145,596,388
