date : 2018-09-30
본느 226340 유동자산 13,712,342,028
본느 226340 현금및현금성자산 37,480,886
본느 226340 자산총계 13,712,342,028
본느 226340 유동부채 1,057,549,478
본느 226340 이연법인세부채 8,542,630
본느 226340 비유동부채 0
본느 226340 부채총계 1,057,549,478
본느 226340 자본금 650,000,000
본느 226340 자본잉여금 11,935,523,161
본느 226340 이익잉여금(결손금) 69,269,389
본느 226340 자본총계 12,654,792,550
본느 226340 자본과부채총계 13,712,342,028
date : 2018-12-31
본느 226340 유동자산 22,272,311,496
본느 226340 현금및현금성자산 1,947,627
본느 226340 매출채권 및
본느 226340 매출채권 11,503,668,265
본느 226340 재고자산 3,899,596,665
본느 226340 기타유동금융자산 3,404,087,787
본느 226340 기타유동자산 95,248,080
본느 226340 비유동자산 9,419,753,169
본느 226340 장기금융상품 804,982,109
본느 226340 유형자산 4,554,883,339
본느 226340 기타비유동금융자산 503,739,870
본느 226340 무형자산 440,628,510
본느 226340 기타비유동자산 39,152,693
본느 226340 이연법인세자산 217,972,216
본느 226340 자산총계 31,692,064,665
본느 226340 유동부채 6,848,968,456
본느 226340 단기차입금 1,235,365,596
본느 226340 당기법인세부채 227,872,172
본느 226340 기타유동부채 315,483,534
본느 226340 비유동부채 361,147,046
본느 226340 장기차입금 429,000,000
본느 226340 기타비유동금융부채 427,395,900
본느 226340 부채총계 7,210,115,502
본느 226340 자본금 2,909,769,600
본느 226340 자본잉여금 16,592,656,356
본느 226340 기타포괄손익누계액 2,917,099
본느 226340 이익잉여금(결손금) 5,829,593,829
본느 226340 자본총계 24,481,949,163
본느 226340 자본과부채총계 31,692,064,665
date : 2019-03-31
본느 226340 유동자산 19,851,596,529
본느 226340 현금및현금성자산 1,486,427,528
본느 226340 매출채권 및
본느 226340 매출채권 10,378,388,562
본느 226340 재고자산 2,118,839,246
본느 226340 기타유동금융자산 1,714,006,621
본느 226340 기타유동자산 95,888,168
본느 226340 비유동자산 9,790,672,906
본느 226340 장기금융상품 775,196,109
본느 226340 유형자산 4,526,508,182
본느 226340 기타비유동금융자산 0
본느 226340 무형자산 423,678,099
본느 226340 기타비유동자산 38,625,360
본느 226340 이연법인세자산 321,882,247
본느 226340 자산총계 29,642,269,435
본느 226340 유동부채 3,525,301,120
본느 226340 단기차입금 1,235,365,596
본느 226340 당기법인세부채 617,946,696
본느 226340 기타유동부채 651,181,931
본느 226340 비유동부채 380,490,521
본느 226340 부채총계 3,905,791,641
본느 226340 자본금 2,909,769,600
본느 226340 자본잉여금 16,592,656,356
본느 226340 기타포괄손익누계액 0
본느 226340 이익잉여금(결손금) 7,084,122,460
본느 226340 자본총계 25,736,477,794
본느 226340 자본과부채총계 29,642,269,435
